"","age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y","subscription"
"1202",40,10,2,2,0,1270,0,0,1,17,1,342,2,-1,0,4,"no",1
"1203",41,8,1,2,0,654,1,0,1,13,9,139,2,-1,0,4,"no",1
"1204",48,6,2,1,0,5173,1,0,3,18,7,88,8,-1,0,4,"no",1
"1205",44,3,2,3,0,3463,1,1,1,28,2,210,3,-1,0,4,"no",1
"1206",39,2,2,4,0,0,0,0,1,2,4,731,1,193,3,1,"no",1
"1207",61,5,2,3,0,6016,0,0,1,2,4,670,3,-1,0,4,"yes",2
"1208",36,3,2,1,0,177,1,0,3,12,9,63,5,-1,0,4,"no",1
"1209",28,5,2,3,0,3694,0,1,1,8,6,70,2,-1,0,4,"no",1
"1210",58,6,3,2,0,1640,0,1,1,4,4,72,6,274,4,1,"no",1
"1211",60,1,1,2,0,174,1,0,1,15,9,241,1,364,1,1,"no",1
"1212",66,1,3,2,0,10177,0,0,1,5,9,272,4,-1,0,4,"no",1
"1213",36,5,3,3,0,490,0,0,1,28,2,207,8,98,1,1,"yes",2
"1214",49,7,2,2,0,2576,1,0,1,15,9,64,6,-1,0,4,"no",1
"1215",40,8,2,2,0,0,0,0,3,12,7,543,2,-1,0,4,"no",1
"1216",23,10,3,2,0,598,0,0,1,30,1,166,1,-1,0,4,"no",1
"1217",29,5,3,3,0,15459,0,0,1,26,9,245,3,97,7,3,"no",1
"1218",44,2,2,1,0,271,1,1,3,9,9,94,1,-1,0,4,"no",1
"1219",54,12,2,4,0,2508,0,0,3,20,7,34,8,-1,0,4,"no",1
"1220",47,2,2,1,0,320,0,0,2,30,6,203,2,-1,0,4,"no",1
"1221",33,1,2,3,0,640,0,0,1,24,6,318,1,-1,0,4,"no",1
"1222",30,7,2,2,0,1772,1,0,1,13,1,158,4,-1,0,4,"no",1
"1223",27,1,3,2,0,15,0,1,1,21,6,177,1,-1,0,4,"no",1
"1224",49,5,1,3,0,2370,1,1,3,17,10,56,1,103,2,2,"no",1
"1225",27,8,3,2,0,201,1,0,3,4,7,172,2,-1,0,4,"no",1
"1226",51,2,2,2,0,160,1,0,1,7,9,136,1,359,1,1,"no",1
"1227",32,1,1,2,1,5,1,1,1,18,9,82,3,363,2,2,"no",1
"1228",30,2,3,2,0,75,1,0,3,16,9,123,1,-1,0,4,"no",1
"1229",33,1,2,2,0,4902,1,0,1,20,10,110,1,-1,0,4,"no",1
"1230",27,2,3,1,0,-79,1,0,3,30,9,385,5,-1,0,4,"no",1
"1231",75,6,1,2,0,1341,0,0,1,18,3,415,7,-1,0,4,"yes",2
"1232",37,8,1,2,0,490,1,0,1,2,4,73,1,-1,0,4,"no",1
"1233",36,10,3,2,0,1521,1,0,3,16,7,243,2,-1,0,4,"no",1
"1234",37,2,2,2,0,131,1,0,3,9,9,137,2,-1,0,4,"no",1
"1235",35,5,2,3,0,8,1,0,3,23,9,55,4,-1,0,4,"no",1
"1236",32,8,2,2,0,-632,1,1,1,20,1,18,5,-1,0,4,"no",1
"1237",32,1,3,2,0,116,0,1,1,16,6,255,2,-1,0,4,"no",1
"1238",35,1,2,1,0,189,1,0,1,11,9,95,1,-1,0,4,"no",1
"1239",31,2,2,1,0,2,1,1,1,10,6,112,1,-1,0,4,"no",1
"1240",28,2,3,2,0,4229,1,1,1,5,9,205,2,-1,0,4,"no",1
"1241",27,8,2,2,0,54,1,0,1,18,9,97,1,370,1,1,"no",1
"1242",22,9,3,4,0,549,0,0,1,2,12,154,1,-1,0,4,"no",1
"1243",35,2,2,1,0,298,1,0,1,13,9,135,2,370,2,1,"no",1
"1244",69,6,2,1,0,579,0,0,1,14,2,230,1,-1,0,4,"no",1
"1245",37,3,3,3,0,1467,1,1,1,17,10,349,1,-1,0,4,"no",1
"1246",45,1,3,2,0,0,1,0,1,8,9,38,1,-1,0,4,"no",1
"1247",47,5,2,3,0,109,1,0,1,22,6,268,1,-1,0,4,"no",1
"1248",52,5,2,3,0,-11,1,0,1,11,9,94,4,-1,0,4,"no",1
"1249",33,8,2,2,0,90,1,0,1,28,6,263,2,-1,0,4,"no",1
"1250",60,2,2,1,0,493,0,0,1,18,2,671,4,-1,0,4,"yes",2
"1251",33,5,1,2,0,1897,1,1,3,2,7,197,1,-1,0,4,"no",1
"1252",44,1,2,2,0,2403,1,0,1,28,5,180,2,-1,0,4,"no",1
"1253",38,3,2,2,0,868,0,0,1,20,10,452,2,-1,0,4,"no",1
"1254",54,3,2,2,0,653,1,0,3,15,9,352,1,-1,0,4,"no",1
"1255",32,11,1,1,0,0,0,0,1,15,6,175,4,-1,0,4,"no",1
"1256",33,10,2,2,0,0,1,1,1,19,10,163,2,-1,0,4,"no",1
"1257",55,8,1,2,0,218,1,0,3,29,9,200,2,-1,0,4,"no",1
"1258",51,2,2,1,0,5050,0,1,3,16,7,75,7,-1,0,4,"no",1
"1259",48,2,2,2,0,741,1,0,1,16,1,227,1,-1,0,4,"no",1
"1260",37,8,3,2,0,1050,1,0,1,3,4,586,3,-1,0,4,"no",1
"1261",33,8,3,2,0,-56,0,1,1,10,6,119,5,-1,0,4,"no",1
"1262",30,2,2,1,0,1,1,1,2,22,6,80,2,-1,0,4,"no",1
"1263",43,2,2,1,0,-98,1,1,1,12,9,112,2,330,3,2,"no",1
"1264",49,10,2,2,0,4667,1,0,3,19,9,130,2,-1,0,4,"no",1
"1265",54,11,2,1,0,541,1,0,1,3,4,237,3,-1,0,4,"no",1
"1266",31,11,2,3,0,7744,0,0,1,26,2,377,8,-1,0,4,"no",1
"1267",54,12,2,4,0,895,0,0,1,7,11,335,1,-1,0,4,"yes",2
"1268",36,11,2,2,0,-129,1,0,1,29,6,121,3,-1,0,4,"no",1
"1269",30,1,2,2,0,0,0,0,1,15,6,127,5,-1,0,4,"no",1
"1270",27,10,3,2,0,158,0,0,3,1,6,650,2,-1,0,4,"yes",2
"1271",30,1,2,2,0,122,1,0,3,16,9,107,1,-1,0,4,"no",1
"1272",30,2,2,2,0,673,1,0,3,20,9,610,2,-1,0,4,"no",1
"1273",35,10,1,2,0,0,0,0,1,25,2,124,4,-1,0,4,"no",1
"1274",33,8,1,2,0,411,1,0,3,8,9,216,1,-1,0,4,"no",1
"1275",43,2,1,1,0,-97,1,1,1,31,6,747,4,-1,0,4,"no",1
"1276",41,2,2,2,0,-217,1,0,1,11,9,313,1,349,3,2,"no",1
"1277",41,5,1,3,0,5037,0,0,1,23,1,252,9,185,5,2,"yes",2
"1278",46,1,1,2,0,2232,0,0,1,13,4,121,1,-1,0,4,"yes",2
"1279",54,2,2,2,0,-932,1,0,3,7,9,799,1,-1,0,4,"no",1
"1280",32,5,2,3,0,913,1,0,1,23,7,883,1,674,4,1,"no",1
"1281",30,10,3,3,0,236,1,0,3,16,9,197,1,-1,0,4,"no",1
"1282",40,3,2,1,0,0,1,0,1,11,6,271,2,-1,0,4,"no",1
"1283",30,2,2,1,0,2581,0,0,3,12,9,221,2,-1,0,4,"no",1
"1284",27,1,2,2,0,639,0,1,1,14,6,243,3,-1,0,4,"no",1
"1285",41,2,2,1,0,849,1,0,3,15,9,72,1,-1,0,4,"no",1
"1286",54,8,2,2,0,386,1,0,1,2,2,155,2,-1,0,4,"no",1
"1287",32,5,3,3,0,1218,1,0,2,28,5,70,2,-1,0,4,"no",1
"1288",31,5,2,3,0,2603,1,0,1,11,4,280,4,-1,0,4,"yes",2
"1289",42,2,2,2,0,-921,1,0,3,26,9,115,2,-1,0,4,"no",1
"1290",48,1,2,1,0,607,0,0,3,20,7,29,2,-1,0,4,"no",1
"1291",34,2,2,1,0,79,1,0,1,14,9,406,2,-1,0,4,"no",1
"1292",55,10,1,2,0,61,1,1,1,25,2,113,3,-1,0,4,"no",1
"1293",49,10,2,2,0,1091,0,0,2,30,6,47,2,-1,0,4,"no",1
"1294",46,5,1,3,0,743,0,0,3,5,7,36,2,-1,0,4,"no",1
"1295",47,3,2,4,0,209,1,0,3,6,9,135,2,-1,0,4,"no",1
"1296",24,5,3,3,0,172,0,0,1,3,6,67,2,-1,0,4,"no",1
"1297",58,3,2,2,0,2,0,0,3,16,7,684,1,-1,0,4,"no",1
"1298",32,5,3,3,0,41,0,0,1,21,2,686,5,-1,0,4,"yes",2
"1299",25,9,3,2,0,1116,1,0,1,2,8,170,3,-1,0,4,"no",1
"1300",49,2,2,2,0,-55,0,0,3,17,7,150,3,-1,0,4,"no",1
"1301",59,6,1,2,0,5845,0,0,1,14,9,1060,2,-1,0,4,"yes",2
"1302",30,5,3,3,0,329,1,0,3,6,7,122,16,-1,0,4,"no",1
"1303",46,2,2,2,0,494,1,0,3,26,9,724,1,-1,0,4,"no",1
"1304",42,5,2,4,0,1519,0,0,1,19,11,230,1,92,1,3,"yes",2
"1305",37,3,2,3,0,2685,0,0,3,20,7,187,2,-1,0,4,"no",1
"1306",44,2,2,1,0,-14,1,1,3,19,9,179,4,-1,0,4,"no",1
"1307",49,8,2,2,0,5673,0,1,1,4,2,357,3,-1,0,4,"no",1
"1308",41,2,2,2,0,1459,0,0,3,5,7,82,1,-1,0,4,"no",1
"1309",48,10,2,3,0,0,0,0,2,26,2,176,15,-1,0,4,"no",1
"1310",31,5,2,2,0,625,1,0,1,7,1,424,1,138,1,1,"no",1
"1311",37,9,2,4,0,0,0,0,3,18,7,115,1,-1,0,4,"no",1
"1312",51,8,2,2,0,867,1,0,1,3,4,177,2,211,3,1,"no",1
"1313",80,6,2,2,0,8304,0,0,2,9,7,712,1,64,12,1,"yes",2
"1314",32,5,3,3,0,151,1,0,3,6,9,118,1,-1,0,4,"no",1
"1315",48,8,2,1,1,-583,1,0,3,2,7,25,7,-1,0,4,"no",1
"1316",49,2,2,3,0,1784,0,0,3,12,7,753,1,-1,0,4,"no",1
"1317",30,5,2,3,0,3134,1,0,1,17,6,124,1,-1,0,4,"no",1
"1318",27,7,3,2,0,49,1,0,1,30,5,208,2,-1,0,4,"no",1
"1319",34,10,2,2,0,-346,0,0,1,13,2,136,4,-1,0,4,"no",1
"1320",49,5,2,2,0,1623,1,0,1,19,10,1081,2,-1,0,4,"yes",2
"1321",48,5,2,3,0,60,0,0,2,7,9,376,2,339,7,1,"no",1
"1322",40,8,2,2,0,17,0,0,1,4,7,78,1,-1,0,4,"no",1
"1323",38,2,2,2,0,2008,1,0,1,18,10,354,1,-1,0,4,"no",1
"1324",46,2,2,1,0,91,1,0,1,6,9,29,1,356,2,1,"no",1
"1325",41,3,2,3,0,171,1,0,1,19,10,209,1,191,4,1,"no",1
"1326",28,5,3,3,0,1027,1,0,1,14,9,433,1,-1,0,4,"no",1
"1327",51,8,2,4,0,5801,1,0,3,29,9,147,2,-1,0,4,"no",1
"1328",33,2,1,1,0,142,1,0,2,11,9,41,2,300,5,1,"no",1
"1329",26,5,3,3,0,205,0,0,3,26,9,111,1,-1,0,4,"no",1
"1330",34,1,3,2,0,852,0,0,1,14,1,108,2,-1,0,4,"no",1
"1331",27,2,2,2,1,-584,1,0,1,7,9,411,2,-1,0,4,"no",1
"1332",42,7,2,2,0,97,0,0,1,10,6,108,2,-1,0,4,"no",1
"1333",45,1,2,2,0,204,1,0,1,3,7,224,2,-1,0,4,"yes",2
"1334",31,10,3,2,0,628,1,0,3,12,9,1083,2,-1,0,4,"no",1
"1335",32,5,3,3,0,311,0,0,3,12,9,757,2,-1,0,4,"yes",2
"1336",39,2,2,1,0,1564,0,0,3,17,7,57,1,-1,0,4,"no",1
"1337",26,2,3,2,0,856,1,1,1,30,6,95,5,-1,0,4,"no",1
"1338",40,5,3,3,0,1509,0,0,1,15,8,144,2,124,1,1,"no",1
"1339",52,8,2,2,0,-888,0,0,1,16,6,135,1,-1,0,4,"no",1
"1340",40,10,3,3,0,226,0,0,1,15,5,176,2,-1,0,4,"no",1
"1341",48,10,2,2,0,127,0,1,1,7,2,524,5,-1,0,4,"no",1
"1342",31,8,2,2,0,413,1,0,3,13,9,65,1,-1,0,4,"no",1
"1343",27,1,2,2,0,710,1,1,1,6,9,653,1,334,2,3,"yes",2
"1344",47,10,2,2,0,1233,1,0,3,11,12,91,1,100,2,2,"yes",2
"1345",28,5,3,2,0,171,0,0,1,10,8,93,1,-1,0,4,"yes",2
"1346",40,5,1,3,0,69,1,0,1,6,9,503,2,280,2,1,"no",1
"1347",34,1,2,2,0,1499,1,0,1,13,1,186,1,327,2,1,"no",1
"1348",29,7,2,3,0,751,1,0,3,23,9,121,2,-1,0,4,"no",1
"1349",36,5,2,3,0,61,0,1,1,19,2,452,2,-1,0,4,"no",1
"1350",83,6,2,1,0,425,0,0,2,22,7,883,1,140,1,1,"yes",2
"1351",55,8,1,1,0,2923,1,0,3,15,9,104,2,-1,0,4,"no",1
"1352",43,5,1,3,0,99,0,0,1,29,5,24,3,-1,0,4,"no",1
"1353",23,9,3,2,0,1021,0,0,2,19,7,79,9,-1,0,4,"no",1
"1354",44,10,2,3,0,1146,0,0,1,4,6,178,2,-1,0,4,"no",1
"1355",58,2,2,1,0,781,1,0,1,15,9,74,2,-1,0,4,"no",1
"1356",29,1,3,2,0,1448,0,0,1,10,8,217,1,184,7,2,"no",1
"1357",30,5,3,3,0,604,0,1,1,2,4,475,1,-1,0,4,"no",1
"1358",29,1,3,2,0,-194,1,0,1,7,9,127,1,-1,0,4,"no",1
"1359",41,10,2,2,0,0,0,0,1,11,8,101,1,-1,0,4,"no",1
"1360",35,4,2,1,0,0,1,0,1,14,6,340,3,-1,0,4,"no",1
"1361",31,10,3,2,0,1014,1,0,1,23,6,158,4,-1,0,4,"no",1
"1362",27,1,3,3,0,73,0,0,1,29,5,242,1,-1,0,4,"no",1
"1363",47,8,2,2,0,2597,1,0,3,16,9,323,1,-1,0,4,"no",1
"1364",53,7,2,3,0,2627,1,1,3,16,7,18,30,-1,0,4,"no",1
"1365",34,5,2,3,0,1906,1,0,1,14,6,68,3,-1,0,4,"no",1
"1366",34,2,2,1,0,-319,1,1,1,9,6,134,4,-1,0,4,"no",1
"1367",36,5,2,3,0,-296,1,0,1,14,9,113,3,-1,0,4,"no",1
"1368",40,10,2,2,0,169,1,0,1,18,2,43,4,-1,0,4,"no",1
"1369",37,7,3,3,0,556,0,0,3,17,7,200,2,-1,0,4,"no",1
"1370",65,6,1,4,0,300,0,0,1,2,2,245,2,-1,0,4,"no",1
"1371",53,10,1,2,0,751,1,0,3,16,9,343,4,-1,0,4,"no",1
"1372",28,10,3,2,0,126,0,0,1,3,8,229,1,-1,0,4,"no",1
"1373",33,10,1,3,0,-386,1,0,3,23,9,530,1,-1,0,4,"no",1
"1374",56,2,2,1,0,379,0,0,1,13,2,58,5,-1,0,4,"no",1
"1375",45,7,2,2,0,706,0,0,1,30,1,78,2,176,1,3,"no",1
"1376",39,10,2,2,0,9121,0,0,3,5,7,147,1,-1,0,4,"no",1
"1377",28,5,3,3,0,1466,1,0,1,25,6,40,1,-1,0,4,"no",1
"1378",36,2,2,1,0,0,1,0,1,18,10,618,2,-1,0,4,"no",1
"1379",41,2,2,1,0,951,1,0,1,20,1,23,4,-1,0,4,"no",1
"1380",46,1,2,2,0,368,0,0,1,20,2,293,1,90,4,2,"yes",2
"1381",41,2,2,2,0,121,1,0,1,13,9,16,6,176,5,2,"no",1
"1382",59,8,2,2,0,204,0,0,1,23,6,286,2,-1,0,4,"no",1
"1383",24,1,2,2,0,299,1,0,1,6,9,209,1,321,1,1,"no",1
"1384",34,5,2,3,0,4170,1,0,3,21,9,935,1,-1,0,4,"no",1
"1385",40,2,2,1,0,-335,1,0,3,27,9,260,1,-1,0,4,"no",1
"1386",42,1,2,2,0,3165,1,0,3,16,7,298,4,-1,0,4,"no",1
"1387",50,8,2,2,0,254,1,0,1,15,1,397,2,337,1,1,"no",1
"1388",25,5,3,3,0,553,1,0,1,17,12,113,4,479,1,1,"no",1
"1389",51,8,1,2,0,518,1,0,2,17,10,76,1,-1,0,4,"no",1
"1390",50,5,2,3,0,85,0,1,1,1,7,141,1,-1,0,4,"no",1
"1391",37,2,2,4,0,603,1,0,3,23,9,773,2,-1,0,4,"no",1
"1392",21,8,3,2,0,361,0,0,2,5,7,329,1,95,1,2,"no",1
"1393",52,2,2,2,0,-98,1,0,3,7,9,423,1,-1,0,4,"no",1
"1394",55,6,2,1,0,4424,0,0,1,5,2,67,4,-1,0,4,"no",1
"1395",26,10,3,2,0,2610,1,1,3,2,7,626,1,-1,0,4,"no",1
"1396",38,10,2,3,0,3234,0,0,1,18,10,578,2,-1,0,4,"yes",2
"1397",32,2,2,2,0,687,1,0,3,9,9,61,1,-1,0,4,"no",1
"1398",31,2,2,2,0,631,1,0,3,23,9,248,4,-1,0,4,"no",1
"1399",34,10,3,2,0,341,0,1,1,29,5,136,1,262,3,1,"no",1
"1400",33,10,3,3,0,316,0,0,1,21,2,126,3,-1,0,4,"no",1
"1401",35,10,2,2,0,2,0,0,2,28,5,653,3,-1,0,4,"no",1
"1402",44,5,2,4,0,415,1,0,2,14,9,7,7,-1,0,4,"no",1
"1403",48,5,1,3,0,507,1,0,1,9,1,528,1,-1,0,4,"no",1
"1404",29,2,2,2,0,912,1,0,1,13,9,785,1,-1,0,4,"no",1
"1405",50,5,2,3,0,0,0,0,1,9,6,243,5,-1,0,4,"no",1
"1406",37,2,2,1,0,37,1,0,1,13,9,24,2,362,1,2,"no",1
"1407",44,1,3,2,0,2524,0,0,3,19,7,82,1,-1,0,4,"no",1
"1408",36,11,3,3,0,9019,1,0,3,11,7,952,3,-1,0,4,"no",1
"1409",49,2,1,4,0,39,1,0,1,13,9,27,5,-1,0,4,"no",1
"1410",31,2,2,2,0,0,1,0,3,5,9,143,1,-1,0,4,"no",1
"1411",49,10,1,2,0,265,1,0,3,12,9,274,6,-1,0,4,"no",1
"1412",35,2,3,2,0,0,1,0,1,16,1,1174,1,345,4,2,"yes",2
"1413",57,1,1,4,0,4012,0,0,1,20,10,915,1,-1,0,4,"no",1
"1414",42,2,2,1,0,1520,1,0,1,5,4,115,1,-1,0,4,"no",1
"1415",36,2,1,2,0,-140,1,0,3,26,9,222,2,-1,0,4,"no",1
"1416",75,6,1,1,0,852,0,0,1,15,8,341,1,-1,0,4,"no",1
"1417",38,2,3,2,0,578,1,0,3,21,9,112,2,-1,0,4,"no",1
"1418",40,2,2,1,1,0,1,0,3,6,9,64,2,-1,0,4,"no",1
"1419",38,8,3,2,0,2253,1,0,1,13,9,937,3,-1,0,4,"yes",2
"1420",34,5,3,3,0,1171,1,0,1,10,6,129,1,-1,0,4,"no",1
"1421",29,10,3,3,0,452,1,0,1,11,9,59,1,-1,0,4,"no",1
"1422",28,1,2,2,0,-97,1,0,1,29,5,79,1,225,2,3,"no",1
"1423",79,6,2,2,0,4738,0,0,2,9,6,151,5,-1,0,4,"no",1
"1424",51,1,1,2,0,467,1,0,3,19,9,83,1,-1,0,4,"no",1
"1425",32,9,3,3,0,0,0,0,1,6,2,101,5,3,6,2,"no",1
"1426",36,5,2,3,0,495,0,0,1,5,2,157,3,97,2,3,"yes",2
"1427",38,3,2,2,0,157,0,1,1,15,9,57,11,366,1,2,"no",1
"1428",49,7,2,2,0,358,1,1,3,13,9,176,3,-1,0,4,"no",1
"1429",42,8,2,2,0,292,1,0,1,11,9,222,3,-1,0,4,"no",1
"1430",43,2,2,1,0,7343,1,0,3,2,7,217,4,-1,0,4,"no",1
"1431",34,2,2,2,0,-563,1,0,3,26,9,252,1,-1,0,4,"no",1
"1432",59,6,3,2,0,351,1,0,3,27,9,1063,5,-1,0,4,"yes",2
"1433",35,12,2,1,0,365,0,0,1,29,2,41,2,-1,0,4,"no",1
"1434",33,2,3,2,0,13494,1,0,3,20,7,27,25,-1,0,4,"no",1
"1435",34,1,3,2,0,846,1,0,1,17,1,758,2,-1,0,4,"no",1
"1436",64,6,2,2,0,1574,0,0,2,29,6,301,3,-1,0,4,"yes",2
"1437",34,3,2,3,0,-28,1,0,1,16,6,574,1,-1,0,4,"no",1
"1438",77,6,2,3,0,0,0,0,1,16,11,847,1,60,1,3,"yes",2
"1439",57,6,2,1,0,2927,0,1,2,30,6,78,5,-1,0,4,"no",1
"1440",30,2,2,2,0,501,1,1,3,27,9,514,1,-1,0,4,"no",1
"1441",56,4,1,1,1,1238,0,0,3,5,7,1558,1,-1,0,4,"yes",2
"1442",49,12,2,4,0,301,0,0,1,14,2,789,2,-1,0,4,"no",1
"1443",73,6,2,1,0,1388,0,0,1,20,6,146,3,190,3,3,"no",1
"1444",39,10,3,2,0,102,1,0,1,14,2,272,2,-1,0,4,"no",1
"1445",57,10,1,1,0,13,1,0,1,8,9,323,2,368,2,1,"no",1
"1446",32,7,2,2,0,413,1,0,1,11,6,712,2,-1,0,4,"no",1
"1447",32,10,3,3,0,4665,1,0,3,21,9,860,2,-1,0,4,"yes",2
"1448",45,1,2,2,0,638,1,0,1,20,2,75,9,-1,0,4,"no",1
"1449",32,2,2,2,0,101,1,0,3,19,9,191,4,-1,0,4,"no",1
"1450",31,5,2,3,0,1224,1,1,1,24,6,1441,2,-1,0,4,"yes",2
"1451",49,7,2,2,0,1103,0,0,1,12,2,428,2,-1,0,4,"no",1
"1452",29,8,2,2,0,3748,0,0,1,28,9,322,3,-1,0,4,"no",1
"1453",55,10,2,2,0,955,1,0,1,29,5,104,1,-1,0,4,"no",1
"1454",30,1,2,2,0,518,1,0,1,8,9,127,1,-1,0,4,"no",1
"1455",45,8,3,1,0,1893,1,0,3,3,7,1259,6,-1,0,4,"yes",2
"1456",39,10,2,3,0,14,0,0,1,28,5,114,2,-1,0,4,"no",1
"1457",36,1,2,2,0,-423,1,1,3,13,9,106,1,-1,0,4,"no",1
"1458",33,5,2,3,0,3696,0,0,1,19,10,305,1,182,3,1,"no",1
"1459",36,5,2,3,0,2987,1,0,1,12,2,307,1,-1,0,4,"yes",2
"1460",31,10,3,2,0,433,0,0,1,11,2,1504,2,-1,0,4,"no",1
"1461",36,10,2,4,0,756,0,0,1,11,6,396,3,-1,0,4,"no",1
"1462",38,10,3,3,0,0,1,0,1,1,7,71,1,-1,0,4,"no",1
"1463",33,12,2,2,0,2727,0,0,1,6,2,205,3,-1,0,4,"no",1
"1464",40,10,2,2,0,93,1,0,3,13,9,134,2,-1,0,4,"no",1
"1465",31,2,2,2,0,1766,0,1,1,5,7,166,2,-1,0,4,"yes",2
"1466",39,8,2,2,0,124,1,0,1,31,6,81,5,-1,0,4,"no",1
"1467",33,1,2,3,0,69,0,1,1,4,9,77,2,-1,0,4,"no",1
"1468",53,8,1,2,0,0,0,0,1,12,8,80,2,-1,0,4,"yes",2
"1469",38,5,2,3,0,0,1,0,1,13,9,537,5,303,2,1,"no",1
"1470",59,10,2,2,0,259,0,0,1,15,7,415,1,89,1,3,"yes",2
"1471",55,2,2,1,0,4103,0,0,1,19,10,291,1,-1,0,4,"no",1
"1472",38,10,3,3,0,744,1,0,1,14,9,283,1,288,12,2,"no",1
"1473",48,8,2,2,0,116,1,0,2,20,1,70,4,-1,0,4,"no",1
"1474",53,2,2,2,0,70,1,0,3,5,9,611,2,-1,0,4,"no",1
"1475",44,1,1,2,0,432,0,0,1,9,4,132,3,-1,0,4,"no",1
"1476",57,5,2,3,0,1172,0,0,3,18,7,26,1,-1,0,4,"no",1
"1477",29,2,3,2,0,9,1,0,1,11,9,262,3,-1,0,4,"no",1
"1478",31,8,2,2,0,428,1,0,3,21,9,272,1,-1,0,4,"no",1
"1479",35,10,3,3,0,7546,1,0,1,28,3,137,1,122,3,1,"no",1
"1480",31,2,2,1,0,620,0,0,1,30,8,95,1,-1,0,4,"no",1
"1481",35,7,2,3,0,8647,0,0,1,19,10,140,2,-1,0,4,"no",1
"1482",40,5,3,2,0,192,1,0,3,16,9,71,11,-1,0,4,"no",1
"1483",39,2,2,2,0,0,1,0,1,7,9,502,1,7,2,1,"no",1
"1484",43,10,3,3,0,27733,1,0,3,3,7,164,7,-1,0,4,"no",1
"1485",44,3,2,1,0,276,1,1,3,15,9,219,1,-1,0,4,"no",1
"1486",29,10,3,2,0,113,0,0,1,12,4,328,2,183,4,3,"yes",2
"1487",40,10,2,2,0,782,1,0,3,14,9,224,2,-1,0,4,"no",1
"1488",33,3,2,1,0,82,1,0,1,18,10,63,2,-1,0,4,"no",1
"1489",46,5,2,3,0,1008,0,0,1,29,2,24,13,-1,0,4,"no",1
"1490",27,12,3,3,0,6421,0,0,2,28,5,147,4,-1,0,4,"no",1
"1491",26,1,3,2,0,443,0,0,1,30,6,84,3,-1,0,4,"no",1
"1492",41,10,2,2,0,351,1,0,1,9,6,175,1,-1,0,4,"no",1
"1493",34,10,2,3,0,5060,1,0,1,21,2,12,21,-1,0,4,"no",1
"1494",39,10,3,3,0,-41,0,1,1,25,2,40,15,-1,0,4,"no",1
"1495",27,8,3,2,0,-124,0,0,1,18,6,217,1,-1,0,4,"no",1
"1496",31,2,2,2,0,79,1,1,1,23,6,235,11,-1,0,4,"no",1
"1497",44,11,3,2,0,3945,0,0,1,28,5,255,1,-1,0,4,"no",1
"1498",55,6,2,3,0,197,0,1,1,8,6,256,1,-1,0,4,"no",1
"1499",51,2,1,1,0,837,0,0,2,30,6,41,2,-1,0,4,"no",1
"1500",50,5,2,3,0,-94,0,1,3,25,7,75,1,-1,0,4,"no",1
"1501",30,8,2,2,0,1743,1,0,1,5,4,192,4,-1,0,4,"no",1
"1502",46,10,2,2,0,57,0,0,3,28,9,796,1,-1,0,4,"yes",2
"1503",49,1,2,2,0,635,0,0,1,25,2,220,3,-1,0,4,"no",1
"1504",56,6,2,2,0,-113,1,1,1,12,2,614,2,-1,0,4,"no",1
"1505",47,1,1,2,0,225,0,0,1,28,2,1126,4,-1,0,4,"yes",2
"1506",30,1,2,2,0,124,0,0,2,16,7,161,2,-1,0,4,"no",1
"1507",36,3,3,2,0,475,0,0,1,25,6,141,3,-1,0,4,"no",1
"1508",40,5,2,3,0,-7,0,1,2,25,6,697,1,-1,0,4,"no",1
"1509",37,10,3,2,1,375,0,0,3,9,7,223,2,-1,0,4,"no",1
"1510",42,1,1,2,0,936,0,0,1,30,5,931,1,-1,0,4,"yes",2
"1511",45,10,2,2,0,1415,1,0,1,17,10,483,1,116,1,1,"no",1
"1512",34,11,3,2,0,0,0,0,1,17,10,63,2,-1,0,4,"no",1
"1513",27,1,3,2,0,3638,0,0,1,11,6,271,5,-1,0,4,"no",1
"1514",30,2,2,2,0,-99,1,0,1,15,9,144,5,-1,0,4,"no",1
"1515",32,10,2,2,0,167,1,1,1,8,2,79,3,-1,0,4,"no",1
"1516",46,4,2,1,0,19,1,0,2,21,6,171,1,-1,0,4,"no",1
"1517",29,7,2,3,0,242,1,0,1,18,6,73,4,-1,0,4,"no",1
"1518",53,12,2,4,0,13,0,0,2,28,5,69,1,-1,0,4,"no",1
"1519",32,10,2,2,0,286,0,0,1,20,1,60,1,343,4,1,"no",1
"1520",49,11,2,2,0,769,1,0,3,14,9,257,1,-1,0,4,"no",1
"1521",35,5,2,3,0,93,0,0,1,4,9,198,2,88,1,2,"no",1
"1522",38,2,2,2,0,1663,1,0,1,13,1,217,3,327,1,1,"no",1
"1523",39,3,2,1,0,238,1,1,1,19,10,134,1,-1,0,4,"no",1
"1524",34,10,3,2,0,2178,1,0,1,26,9,41,1,-1,0,4,"no",1
"1525",42,2,2,1,0,792,1,1,1,19,10,611,2,175,12,2,"no",1
"1526",35,2,3,4,0,871,1,0,3,6,7,216,3,-1,0,4,"no",1
"1527",60,1,2,2,0,1025,0,0,1,6,2,388,8,-1,0,4,"no",1
"1528",57,10,1,2,0,63,1,0,3,5,9,242,1,-1,0,4,"no",1
"1529",31,2,3,2,0,16,0,0,1,7,6,387,1,-1,0,4,"no",1
"1530",29,5,3,2,0,417,0,0,1,7,11,90,1,-1,0,4,"no",1
